Results,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39
Time in s,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.
0.000000,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.008330,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.016660,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.024990,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.033320,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.041650,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.049980,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.058310,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.066640,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.074970,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.083300,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.091630,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.099960,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.108290,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.116620,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.124950,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.133280,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.141610,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.149940,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.158270,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.166600,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.174930,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.183260,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.191590,1.045390,1.039790,1.040165,1.029773,1.034681,1.035297,1.034559,1.034589,1.044884,1.035751,1.035116,1.029326,1.035496,1.036498,1.043365,1.047422,1.047750,1.045075,1.047915,0.986161,1.043951,1.040536,1.040658,1.050000,1.032694,1.050007,1.048861,1.036977,1.027306,0.998408,0.970952,0.969913,0.980427,0.983858,1.007002,1.044712,0.992040,0.980231,1.031289
0.199920,1.044572,1.038483,1.038329,1.027336,1.031949,1.032455,1.031916,1.032049,1.043482,1.032054,1.031720,1.025909,1.032065,1.033687,1.041257,1.045662,1.046036,1.043314,1.046449,0.984915,1.042272,1.038962,1.039099,1.048316,1.031477,1.048648,1.047338,1.035821,1.026195,0.997604,0.968250,0.964536,0.979184,0.982734,1.005571,1.043338,0.990992,0.979264,1.030736
0.208250,1.044454,1.038278,1.038083,1.027099,1.031722,1.032227,1.031698,1.031836,1.043346,1.031815,1.031485,1.025670,1.031823,1.033436,1.040978,1.045375,1.045767,1.043053,1.046143,0.984615,1.041971,1.038652,1.038790,1.048027,1.031270,1.048409,1.047085,1.035591,1.025968,0.997439,0.968021,0.964313,0.978904,0.982414,1.005258,1.043028,0.990803,0.979049,1.030662
0.216580,1.044330,1.038067,1.037824,1.026830,1.031465,1.031969,1.031450,1.031593,1.043196,1.031549,1.031221,1.025403,1.031555,1.033161,1.040689,1.045085,1.045492,1.042784,1.045850,0.984331,1.041672,1.038348,1.038488,1.047736,1.031057,1.048165,1.046826,1.035356,1.025737,0.997271,0.967764,0.964064,0.978640,0.982121,1.004955,1.042735,0.990610,0.978832,1.030585
0.224910,1.044204,1.037853,1.037559,1.026542,1.031190,1.031694,1.031184,1.031331,1.043038,1.031267,1.030941,1.025121,1.031271,1.032871,1.040395,1.044794,1.045215,1.042512,1.045561,0.984054,1.041376,1.038049,1.038190,1.047442,1.030840,1.047919,1.046565,1.035118,1.025504,0.997102,0.967495,0.963801,0.978382,0.981839,1.004660,1.042449,0.990415,0.978614,1.030506
0.233240,1.044080,1.037645,1.037301,1.026252,1.030914,1.031419,1.030916,1.031068,1.042880,1.030985,1.030661,1.024838,1.030987,1.032583,1.040106,1.044509,1.044943,1.042245,1.045279,0.983783,1.041088,1.037760,1.037902,1.047153,1.030628,1.047676,1.046309,1.034884,1.025274,0.996940,0.967231,0.963537,0.978131,0.981565,1.004379,1.042170,0.990225,0.978400,1.030429
