Results,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39
Time in s,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.
0.000000,1.042223,1.028245,1.014769,0.999236,1.005169,1.009216,0.995683,0.993111,1.038084,1.025567,1.018552,1.004146,1.019906,1.010563,1.006391,1.020554,1.020261,1.016081,1.050044,0.990004,1.020370,1.039624,1.031007,1.024214,1.050044,1.041926,1.024712,1.044766,1.050060,1.013507,0.997838,1.016368,1.008416,1.018342,1.050000,1.050000,1.039431,1.037571,1.050000
0.008330,1.042223,1.028245,1.014769,0.999236,1.005169,1.009216,0.995683,0.993111,1.038084,1.025567,1.018552,1.004146,1.019906,1.010563,1.006391,1.020554,1.020261,1.016081,1.050044,0.990004,1.020370,1.039624,1.031007,1.024214,1.050044,1.041926,1.024712,1.044766,1.050060,1.013507,0.997838,1.016368,1.008416,1.018342,1.050000,1.050000,1.039431,1.037571,1.050000
0.016660,1.042223,1.028245,1.014769,0.999236,1.005169,1.009216,0.995683,0.993111,1.038084,1.025567,1.018552,1.004146,1.019906,1.010563,1.006391,1.020554,1.020261,1.016081,1.050044,0.990004,1.020370,1.039624,1.031007,1.024214,1.050044,1.041926,1.024712,1.044766,1.050060,1.013507,0.997838,1.016368,1.008416,1.018342,1.050000,1.050000,1.039431,1.037571,1.050000
0.024990,1.042223,1.028245,1.014769,0.999236,1.005169,1.009216,0.995683,0.993111,1.038084,1.025567,1.018552,1.004146,1.019906,1.010563,1.006391,1.020554,1.020261,1.016081,1.050044,0.990004,1.020370,1.039624,1.031007,1.024214,1.050044,1.041926,1.024712,1.044766,1.050060,1.013507,0.997838,1.016368,1.008416,1.018342,1.050000,1.050000,1.039431,1.037571,1.050000
0.033320,1.042223,1.028245,1.014769,0.999236,1.005169,1.009216,0.995683,0.993111,1.038084,1.025567,1.018552,1.004146,1.019906,1.010563,1.006391,1.020554,1.020261,1.016081,1.050044,0.990004,1.020370,1.039624,1.031007,1.024214,1.050044,1.041926,1.024712,1.044766,1.050060,1.013507,0.997838,1.016368,1.008416,1.018342,1.050000,1.050000,1.039431,1.037571,1.050000
0.041650,1.042223,1.028245,1.014769,0.999236,1.005169,1.009216,0.995683,0.993111,1.038084,1.025567,1.018552,1.004146,1.019906,1.010563,1.006391,1.020554,1.020261,1.016081,1.050044,0.990004,1.020370,1.039624,1.031007,1.024214,1.050044,1.041926,1.024712,1.044766,1.050060,1.013507,0.997838,1.016368,1.008416,1.018342,1.050000,1.050000,1.039431,1.037571,1.050000
0.049980,1.042223,1.028245,1.014769,0.999236,1.005169,1.009216,0.995683,0.993111,1.038084,1.025567,1.018552,1.004146,1.019906,1.010563,1.006391,1.020554,1.020261,1.016081,1.050044,0.990004,1.020370,1.039624,1.031007,1.024214,1.050044,1.041926,1.024712,1.044766,1.050060,1.013507,0.997838,1.016368,1.008416,1.018342,1.050000,1.050000,1.039431,1.037571,1.050000
0.058310,1.042223,1.028245,1.014769,0.999236,1.005169,1.009216,0.995683,0.993111,1.038084,1.025567,1.018552,1.004146,1.019906,1.010563,1.006391,1.020554,1.020261,1.016081,1.050044,0.990004,1.020370,1.039624,1.031007,1.024214,1.050044,1.041926,1.024712,1.044766,1.050060,1.013507,0.997838,1.016368,1.008416,1.018342,1.050000,1.050000,1.039431,1.037571,1.050000
0.066640,1.042223,1.028245,1.014769,0.999236,1.005169,1.009216,0.995683,0.993111,1.038084,1.025567,1.018552,1.004146,1.019906,1.010563,1.006391,1.020554,1.020261,1.016081,1.050044,0.990004,1.020370,1.039624,1.031007,1.024214,1.050044,1.041926,1.024712,1.044766,1.050060,1.013507,0.997838,1.016368,1.008416,1.018342,1.050000,1.050000,1.039431,1.037571,1.050000
