Results,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39
Time in s,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.
0.000000,1.043459,1.039812,1.040095,1.029593,1.034336,1.035101,1.033760,1.033442,1.043466,1.035713,1.034970,1.028456,1.035349,1.036272,1.043191,1.047529,1.047428,1.044693,1.049524,0.987780,1.044558,1.041915,1.041591,1.050011,1.033575,1.050022,1.048132,1.037660,1.028289,0.999467,0.974106,0.970974,0.983354,0.987457,1.009943,1.047296,0.993261,0.982326,1.029759
0.008330,1.043459,1.039812,1.040095,1.029593,1.034336,1.035101,1.033760,1.033442,1.043466,1.035713,1.034970,1.028456,1.035349,1.036272,1.043191,1.047529,1.047428,1.044693,1.049524,0.987780,1.044558,1.041915,1.041591,1.050011,1.033575,1.050022,1.048132,1.037660,1.028289,0.999467,0.974106,0.970974,0.983354,0.987457,1.009943,1.047296,0.993261,0.982326,1.029759
0.016660,1.043459,1.039812,1.040095,1.029593,1.034336,1.035101,1.033760,1.033442,1.043466,1.035713,1.034970,1.028456,1.035349,1.036272,1.043191,1.047529,1.047428,1.044693,1.049524,0.987780,1.044558,1.041915,1.041591,1.050011,1.033575,1.050022,1.048132,1.037660,1.028289,0.999467,0.974106,0.970974,0.983354,0.987457,1.009943,1.047296,0.993261,0.982326,1.029759
0.024990,1.043459,1.039812,1.040095,1.029593,1.034336,1.035101,1.033760,1.033442,1.043466,1.035713,1.034970,1.028456,1.035349,1.036272,1.043191,1.047529,1.047428,1.044693,1.049524,0.987780,1.044558,1.041915,1.041591,1.050011,1.033575,1.050022,1.048132,1.037660,1.028289,0.999467,0.974106,0.970974,0.983354,0.987457,1.009943,1.047296,0.993261,0.982326,1.029759
0.033320,1.043459,1.039812,1.040095,1.029593,1.034336,1.035101,1.033760,1.033442,1.043466,1.035713,1.034970,1.028456,1.035349,1.036272,1.043191,1.047529,1.047428,1.044693,1.049524,0.987780,1.044558,1.041915,1.041591,1.050011,1.033575,1.050022,1.048132,1.037660,1.028289,0.999467,0.974106,0.970974,0.983354,0.987457,1.009943,1.047296,0.993261,0.982326,1.029759
0.041650,1.043459,1.039812,1.040095,1.029593,1.034336,1.035101,1.033760,1.033442,1.043466,1.035713,1.034970,1.028456,1.035349,1.036272,1.043191,1.047529,1.047428,1.044693,1.049524,0.987780,1.044558,1.041915,1.041591,1.050011,1.033575,1.050022,1.048132,1.037660,1.028289,0.999467,0.974106,0.970974,0.983354,0.987457,1.009943,1.047296,0.993261,0.982326,1.029759
0.049980,1.043459,1.039812,1.040095,1.029593,1.034336,1.035101,1.033760,1.033442,1.043466,1.035713,1.034970,1.028456,1.035349,1.036272,1.043191,1.047529,1.047428,1.044693,1.049524,0.987780,1.044558,1.041915,1.041591,1.050011,1.033575,1.050022,1.048132,1.037660,1.028289,0.999467,0.974106,0.970974,0.983354,0.987457,1.009943,1.047296,0.993261,0.982326,1.029759
0.058310,1.043459,1.039812,1.040095,1.029593,1.034336,1.035101,1.033760,1.033442,1.043466,1.035713,1.034970,1.028456,1.035349,1.036272,1.043191,1.047529,1.047428,1.044693,1.049524,0.987780,1.044558,1.041915,1.041591,1.050011,1.033575,1.050022,1.048132,1.037660,1.028289,0.999467,0.974106,0.970974,0.983354,0.987457,1.009943,1.047296,0.993261,0.982326,1.029759
0.066640,1.043459,1.039812,1.040095,1.029593,1.034336,1.035101,1.033760,1.033442,1.043466,1.035713,1.034970,1.028456,1.035349,1.036272,1.043191,1.047529,1.047428,1.044693,1.049524,0.987780,1.044558,1.041915,1.041591,1.050011,1.033575,1.050022,1.048132,1.037660,1.028289,0.999467,0.974106,0.970974,0.983354,0.987457,1.009943,1.047296,0.993261,0.982326,1.029759
