Results,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39
Time in s,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.
0.000000,1.041707,1.028484,1.020797,1.017252,1.033626,1.038796,1.027755,1.024712,1.046120,1.050035,1.045288,1.035022,1.043113,1.029281,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027363,1.043260,1.034591,1.030363,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.008330,1.041707,1.028484,1.020797,1.017252,1.033626,1.038796,1.027755,1.024712,1.046120,1.050035,1.045288,1.035022,1.043113,1.029281,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027363,1.043260,1.034591,1.030363,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.016660,1.041707,1.028484,1.020797,1.017252,1.033626,1.038796,1.027755,1.024712,1.046120,1.050035,1.045288,1.035022,1.043113,1.029281,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027363,1.043260,1.034591,1.030363,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.024990,1.041707,1.028484,1.020797,1.017253,1.033626,1.038796,1.027755,1.024712,1.046120,1.050035,1.045288,1.035022,1.043113,1.029281,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027363,1.043260,1.034591,1.030363,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.033320,1.041707,1.028484,1.020797,1.017253,1.033626,1.038796,1.027755,1.024712,1.046120,1.050035,1.045288,1.035022,1.043113,1.029281,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027363,1.043260,1.034591,1.030363,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.041650,1.041707,1.028484,1.020797,1.017253,1.033626,1.038796,1.027755,1.024712,1.046120,1.050035,1.045288,1.035022,1.043113,1.029281,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027363,1.043260,1.034591,1.030363,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.049980,1.041707,1.028484,1.020797,1.017253,1.033626,1.038796,1.027755,1.024712,1.046120,1.050035,1.045288,1.035022,1.043113,1.029281,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027363,1.043260,1.034591,1.030363,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.058310,1.041707,1.028484,1.020797,1.017253,1.033626,1.038796,1.027755,1.024712,1.046120,1.050035,1.045288,1.035022,1.043113,1.029281,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027363,1.043260,1.034591,1.030363,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.066640,1.041707,1.028484,1.020797,1.017253,1.033626,1.038796,1.027755,1.024712,1.046120,1.050035,1.045288,1.035022,1.043113,1.029281,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027363,1.043260,1.034591,1.030363,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.074970,1.041707,1.028484,1.020797,1.017253,1.033626,1.038796,1.027755,1.024713,1.046120,1.050035,1.045288,1.035022,1.043113,1.029281,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027363,1.043260,1.034591,1.030363,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.083300,1.041707,1.028484,1.020797,1.017253,1.033626,1.038796,1.027755,1.024713,1.046120,1.050035,1.045288,1.035022,1.043113,1.029281,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027363,1.043260,1.034591,1.030363,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.091630,1.041707,1.028484,1.020797,1.017253,1.033626,1.038796,1.027755,1.024713,1.046120,1.050035,1.045288,1.035022,1.043113,1.029281,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027363,1.043260,1.034591,1.030363,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.099960,1.041707,1.028484,1.020797,1.017253,1.033626,1.038796,1.027755,1.024713,1.046120,1.050035,1.045288,1.035022,1.043113,1.029281,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027363,1.043260,1.034591,1.030363,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.108290,1.041707,1.028484,1.020797,1.017253,1.033626,1.038796,1.027755,1.024713,1.046120,1.050035,1.045288,1.035022,1.043113,1.029281,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027363,1.043260,1.034591,1.030363,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.116620,1.041707,1.028484,1.020797,1.017253,1.033626,1.038796,1.027755,1.024713,1.046120,1.050035,1.045288,1.035022,1.043113,1.029282,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027363,1.043260,1.034591,1.030363,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.124950,1.041707,1.028484,1.020797,1.017253,1.033626,1.038796,1.027755,1.024713,1.046120,1.050035,1.045288,1.035022,1.043113,1.029282,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027363,1.043260,1.034591,1.030363,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.133280,1.041707,1.028484,1.020797,1.017253,1.033626,1.038796,1.027755,1.024713,1.046120,1.050035,1.045288,1.035023,1.043113,1.029282,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027363,1.043260,1.034591,1.030363,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.141610,1.041707,1.028484,1.020797,1.017253,1.033626,1.038796,1.027755,1.024713,1.046120,1.050035,1.045288,1.035023,1.043113,1.029282,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027363,1.043260,1.034591,1.030363,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.149940,1.041707,1.028484,1.020797,1.017253,1.033626,1.038796,1.027755,1.024713,1.046120,1.050035,1.045288,1.035023,1.043113,1.029282,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027363,1.043260,1.034591,1.030363,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.158270,1.041707,1.028484,1.020797,1.017253,1.033626,1.038796,1.027755,1.024713,1.046120,1.050035,1.045288,1.035023,1.043113,1.029282,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027363,1.043260,1.034591,1.030363,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.166600,1.041707,1.028484,1.020797,1.017253,1.033626,1.038796,1.027755,1.024713,1.046120,1.050035,1.045288,1.035023,1.043113,1.029282,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027363,1.043260,1.034591,1.030364,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.174930,1.041707,1.028484,1.020797,1.017253,1.033626,1.038796,1.027755,1.024713,1.046120,1.050035,1.045288,1.035023,1.043113,1.029282,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027364,1.043260,1.034591,1.030364,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.183260,1.041707,1.028484,1.020797,1.017253,1.033626,1.038796,1.027755,1.024713,1.046120,1.050035,1.045288,1.035023,1.043113,1.029282,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027364,1.043260,1.034591,1.030364,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.191590,1.041707,1.028484,1.020797,1.017253,1.033626,1.038796,1.027755,1.024713,1.046120,1.050035,1.045288,1.035023,1.043113,1.029282,1.018696,1.027395,1.026653,1.022204,1.050044,0.987694,1.027364,1.043260,1.034591,1.030364,1.050034,1.046437,1.030630,1.046701,1.050031,1.003642,1.032099,1.037291,1.005590,1.015841,1.049999,1.049999,1.036539,1.030179,1.040589
0.199920,1.039624,1.022776,1.013132,1.011998,1.029649,1.034917,1.024228,1.021348,1.044330,1.045573,1.041014,1.030403,1.038135,1.022927,1.006307,1.011104,1.013793,1.011439,1.012734,0.935359,1.011545,1.028999,1.020330,1.014577,1.043810,1.037141,1.019590,1.039193,1.042704,1.000222,1.029459,1.034397,0.977016,0.927015,1.038765,1.039443,1.031759,1.024159,1.040062
0.208250,1.039025,1.021109,1.011112,1.010570,1.028545,1.033842,1.023226,1.020379,1.043775,1.044386,1.039863,1.029181,1.036839,1.021338,1.003561,1.007656,1.010868,1.008883,1.007482,0.930276,1.007672,1.024991,1.016179,1.010976,1.041952,1.034551,1.016813,1.036670,1.040198,0.999078,1.028726,1.033545,0.972175,0.921979,1.035244,1.035349,1.030106,1.021909,1.039889
0.216580,1.038367,1.019321,1.008924,1.008979,1.027303,1.032632,1.022096,1.019285,1.043149,1.043053,1.038569,1.027810,1.035387,1.019570,1.000588,1.003977,1.007737,1.006135,1.001747,0.924438,1.003671,1.020950,1.012048,1.007187,1.039979,1.031823,1.013867,1.034039,1.037585,0.997847,1.027894,1.032596,0.967054,0.916192,1.031698,1.031553,1.028374,1.019566,1.039695
0.224910,1.037639,1.017412,1.006546,1.007175,1.025873,1.031237,1.020789,1.018018,1.042433,1.041524,1.037082,1.026237,1.033728,1.017566,0.997323,1.000011,1.004362,1.003161,0.995458,0.917682,0.999499,1.016829,1.007853,1.003141,1.037900,1.028960,1.010742,1.031310,1.034890,0.996538,1.026938,1.031519,0.961549,0.909496,1.028122,1.027818,1.026580,1.017166,1.039477
0.233240,1.036865,1.015458,1.004071,1.005210,1.024295,1.029695,1.019337,1.016607,1.041646,1.039844,1.035444,1.024509,1.031910,1.015392,0.993896,0.995924,1.000884,1.000083,0.988937,0.910378,0.995316,1.012767,1.003723,0.998995,1.035795,1.026076,1.007564,1.028581,1.032212,0.995202,1.025881,1.030339,0.955891,0.902257,1.024629,1.024184,1.024788,1.014799,1.039240
0.241570,1.036090,1.013562,1.001642,1.003191,1.022652,1.028089,1.017817,1.015126,1.040831,1.038103,1.033745,1.022721,1.030035,1.013175,0.990515,0.991962,0.997507,0.997082,0.982641,0.903097,0.991346,1.008955,0.999846,0.994986,1.033771,1.023322,1.004511,1.025978,1.029678,0.993905,1.024778,1.029116,0.950431,0.895041,1.021364,1.020769,1.023077,1.012570,1.038997
0.249900,1.035360,1.011829,0.999401,1.001245,1.021046,1.026517,1.016321,1.013664,1.040036,1.036413,1.032091,1.020987,1.028225,1.011056,0.987395,0.988374,0.994439,0.994340,0.977015,0.896413,0.987807,1.005577,0.996410,0.991354,1.031933,1.020841,1.001754,1.023623,1.027401,0.992711,1.023691,1.027921,0.945528,0.888417,1.018464,1.017708,1.021523,1.010573,1.038762
0.258230,1.034716,1.010339,0.997466,0.999483,1.019571,1.025073,1.014939,1.012308,1.039308,1.034874,1.030581,1.019409,1.026585,1.009161,0.984712,0.985349,0.991837,0.992002,0.972385,0.890768,0.984860,1.002770,0.993552,0.988284,1.030360,1.018740,0.999424,1.021608,1.025464,0.991671,1.022681,1.026822,0.941456,0.882822,1.016031,1.015112,1.020183,1.008874,1.038547
0.266560,1.034184,1.009140,0.995907,0.997988,1.018301,1.023827,1.013738,1.011126,1.038681,1.033557,1.029285,1.018062,1.025192,1.007577,0.982571,0.982991,0.989792,0.990148,0.968916,0.886408,0.982587,1.000598,0.991341,0.985882,1.029098,1.017076,0.997588,1.019980,1.023909,0.990816,1.021793,1.025866,0.938362,0.878502,1.014113,1.013044,1.019090,1.007503,1.038363
0.274890,1.033778,1.008244,0.994747,0.996804,1.017274,1.022819,1.012758,1.010159,1.038177,1.032504,1.028246,1.016987,1.024087,1.006346,0.981004,0.981320,0.988322,0.988799,0.966618,0.883389,0.980992,0.999058,0.989775,0.984166,1.028154,1.015852,0.996258,1.018745,1.022734,0.990155,1.021055,1.025082,0.936263,0.875510,1.012707,1.011511,1.018247,1.006455,1.038216
0.283220,1.033494,1.007633,0.993966,0.995935,1.016501,1.022058,1.012014,1.009419,1.037798,1.031719,1.027469,1.016190,1.023274,1.005465,0.979980,0.980281,0.987383,0.987922,0.965372,0.881605,0.980011,0.998089,0.988793,0.983083,1.027507,1.015033,0.995391,1.017869,1.021905,0.989679,1.020476,1.024476,0.935067,0.873742,1.011766,1.010476,1.017639,1.005700,1.038106
0.291550,1.033322,1.007266,0.993511,0.995356,1.015968,1.021531,1.011491,1.008897,1.037538,1.031184,1.026936,1.015650,1.022730,1.004902,0.979421,0.979771,0.986891,0.987444,0.964983,0.880849,0.979537,0.997591,0.988291,0.982533,1.027110,1.014548,0.994910,1.017293,1.021360,0.989364,1.020048,1.024037,0.934613,0.872992,1.011212,1.009862,1.017231,1.005183,1.038033
0.299880,1.033241,1.007088,0.993311,0.995021,1.015638,1.021202,1.011160,1.008564,1.037378,1.030859,1.026611,1.015326,1.022411,1.004600,0.979224,0.979659,0.986737,0.987272,0.965215,0.880861,0.979439,0.997442,0.988146,0.982383,1.026905,1.014313,0.994719,1.016942,1.021024,0.989177,1.019751,1.023741,0.934705,0.873004,1.010950,1.009571,1.016977,1.004839,1.037992
0.308210,1.033227,1.007039,0.993286,0.994870,1.015466,1.021029,1.010981,1.008380,1.037296,1.030695,1.026446,1.015168,1.022262,1.004491,0.979274,0.979808,0.986807,0.987305,0.965838,0.881377,0.979580,0.997513,0.988228,0.982498,1.026828,1.014238,0.994714,1.016733,1.020816,0.989082,1.019560,1.023556,0.935148,0.873516,1.010878,1.009496,1.016827,1.004599,1.037975
0.316540,1.033259,1.007061,0.993359,0.994842,1.015403,1.020963,1.010907,1.008301,1.037265,1.030641,1.026389,1.015121,1.022228,1.004506,0.979463,0.980090,0.986991,0.987447,0.966641,0.882158,0.979834,0.997687,0.988414,0.982749,1.026818,1.014237,0.994799,1.016587,1.020660,0.989041,1.019442,1.023449,0.935766,0.874290,1.010902,1.009535,1.016734,1.004398,1.037977
0.324870,1.033313,1.007102,0.993460,0.994875,1.015401,1.020956,1.010893,1.008283,1.037263,1.030645,1.026391,1.015134,1.022252,1.004581,0.979695,0.980396,0.987198,0.987614,0.967454,0.883002,0.980092,0.997862,0.988601,0.983024,1.026820,1.014236,0.994891,1.016436,1.020489,0.989023,1.019370,1.023386,0.936413,0.875126,1.010938,1.009597,1.016654,1.004177,1.037990
