Results,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39
Time in s,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.
0.000000,1.049566,1.040397,1.030051,1.022893,1.040150,1.044587,1.035608,1.034479,1.050007,1.050021,1.046685,1.026617,1.043162,1.031254,1.018760,1.030387,1.032803,1.030634,1.050033,0.994143,1.029071,1.044257,1.034870,1.035760,1.050020,1.050032,1.039271,1.043814,1.038471,1.014163,1.037002,1.029751,1.001566,1.013889,1.050000,1.050000,1.025907,1.003522,1.040444
0.008330,1.049566,1.040397,1.030051,1.022893,1.040150,1.044587,1.035608,1.034479,1.050007,1.050021,1.046685,1.026617,1.043162,1.031254,1.018760,1.030387,1.032803,1.030634,1.050033,0.994143,1.029071,1.044257,1.034870,1.035760,1.050020,1.050032,1.039271,1.043814,1.038471,1.014163,1.037002,1.029751,1.001566,1.013889,1.050000,1.050000,1.025907,1.003522,1.040444
0.016660,1.049566,1.040397,1.030051,1.022893,1.040150,1.044587,1.035608,1.034479,1.050007,1.050021,1.046685,1.026617,1.043162,1.031254,1.018760,1.030387,1.032803,1.030634,1.050033,0.994143,1.029071,1.044257,1.034870,1.035760,1.050020,1.050032,1.039271,1.043814,1.038471,1.014163,1.037002,1.029751,1.001566,1.013889,1.050000,1.050000,1.025907,1.003522,1.040444
0.024990,1.049566,1.040397,1.030051,1.022893,1.040150,1.044587,1.035608,1.034479,1.050007,1.050021,1.046685,1.026617,1.043162,1.031254,1.018760,1.030387,1.032803,1.030634,1.050033,0.994143,1.029071,1.044257,1.034870,1.035760,1.050020,1.050032,1.039271,1.043814,1.038471,1.014163,1.037002,1.029751,1.001566,1.013889,1.050000,1.050000,1.025907,1.003522,1.040444
0.033320,1.049566,1.040397,1.030051,1.022893,1.040150,1.044587,1.035608,1.034479,1.050007,1.050021,1.046685,1.026617,1.043162,1.031254,1.018760,1.030387,1.032803,1.030634,1.050033,0.994143,1.029071,1.044257,1.034870,1.035760,1.050020,1.050032,1.039271,1.043814,1.038471,1.014163,1.037002,1.029751,1.001566,1.013889,1.050000,1.050000,1.025907,1.003522,1.040444
0.041650,1.049566,1.040397,1.030051,1.022893,1.040150,1.044587,1.035608,1.034479,1.050007,1.050021,1.046685,1.026617,1.043162,1.031254,1.018760,1.030387,1.032803,1.030634,1.050033,0.994143,1.029071,1.044257,1.034870,1.035760,1.050020,1.050032,1.039271,1.043814,1.038471,1.014163,1.037002,1.029751,1.001566,1.013889,1.050000,1.050000,1.025907,1.003522,1.040444
0.049980,1.049566,1.040397,1.030051,1.022893,1.040150,1.044587,1.035608,1.034479,1.050007,1.050021,1.046685,1.026617,1.043162,1.031254,1.018760,1.030387,1.032803,1.030634,1.050033,0.994143,1.029071,1.044257,1.034870,1.035760,1.050020,1.050032,1.039271,1.043814,1.038471,1.014163,1.037002,1.029751,1.001566,1.013889,1.050000,1.050000,1.025907,1.003522,1.040444
0.058310,1.049566,1.040397,1.030051,1.022893,1.040150,1.044587,1.035608,1.034479,1.050007,1.050021,1.046685,1.026617,1.043162,1.031254,1.018760,1.030387,1.032803,1.030634,1.050033,0.994143,1.029071,1.044257,1.034870,1.035760,1.050020,1.050032,1.039271,1.043814,1.038471,1.014163,1.037002,1.029751,1.001566,1.013889,1.050000,1.050000,1.025907,1.003522,1.040444
0.066640,1.049566,1.040397,1.030051,1.022893,1.040150,1.044587,1.035608,1.034479,1.050007,1.050021,1.046685,1.026617,1.043162,1.031254,1.018760,1.030387,1.032803,1.030634,1.050033,0.994143,1.029071,1.044257,1.034870,1.035760,1.050020,1.050032,1.039271,1.043814,1.038471,1.014163,1.037002,1.029751,1.001566,1.013889,1.050000,1.050000,1.025907,1.003522,1.040444
