Results,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39
Time in s,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.
0.000000,1.046901,1.037720,1.030350,1.026690,1.038947,1.043354,1.033135,1.029633,1.049394,1.050027,1.046766,1.035199,1.044532,1.034321,1.024452,1.030704,1.031723,1.029350,1.050038,0.989420,1.029436,1.043848,1.034524,1.032766,1.050028,1.050066,1.036058,1.045909,1.044006,1.009632,1.036029,1.022772,1.001596,1.011841,1.050000,1.050000,1.030884,1.012603,1.042249
0.008330,1.046901,1.037720,1.030350,1.026690,1.038947,1.043354,1.033135,1.029633,1.049394,1.050027,1.046766,1.035199,1.044532,1.034321,1.024452,1.030704,1.031723,1.029350,1.050038,0.989420,1.029436,1.043848,1.034524,1.032766,1.050028,1.050066,1.036058,1.045909,1.044006,1.009632,1.036029,1.022772,1.001596,1.011841,1.050000,1.050000,1.030884,1.012603,1.042249
0.016660,1.046901,1.037720,1.030350,1.026690,1.038947,1.043354,1.033135,1.029633,1.049394,1.050027,1.046766,1.035199,1.044532,1.034321,1.024452,1.030704,1.031723,1.029350,1.050038,0.989420,1.029436,1.043848,1.034524,1.032766,1.050028,1.050066,1.036058,1.045909,1.044006,1.009632,1.036029,1.022772,1.001596,1.011841,1.050000,1.050000,1.030884,1.012603,1.042249
0.024990,1.046901,1.037720,1.030350,1.026690,1.038947,1.043354,1.033135,1.029633,1.049394,1.050027,1.046766,1.035199,1.044532,1.034321,1.024452,1.030704,1.031723,1.029350,1.050038,0.989420,1.029436,1.043848,1.034524,1.032766,1.050028,1.050066,1.036058,1.045909,1.044006,1.009632,1.036029,1.022772,1.001596,1.011841,1.050000,1.050000,1.030884,1.012603,1.042249
0.033320,1.046901,1.037720,1.030350,1.026690,1.038947,1.043354,1.033135,1.029633,1.049394,1.050027,1.046766,1.035199,1.044532,1.034321,1.024452,1.030704,1.031723,1.029350,1.050038,0.989420,1.029436,1.043848,1.034524,1.032766,1.050028,1.050066,1.036058,1.045909,1.044006,1.009632,1.036029,1.022772,1.001596,1.011841,1.050000,1.050000,1.030884,1.012603,1.042249
0.041650,1.046901,1.037720,1.030350,1.026690,1.038947,1.043354,1.033135,1.029633,1.049394,1.050027,1.046766,1.035199,1.044532,1.034321,1.024452,1.030704,1.031723,1.029350,1.050038,0.989420,1.029436,1.043848,1.034524,1.032766,1.050028,1.050066,1.036058,1.045909,1.044006,1.009632,1.036029,1.022772,1.001596,1.011841,1.050000,1.050000,1.030884,1.012603,1.042249
0.049980,1.046901,1.037720,1.030350,1.026690,1.038947,1.043354,1.033135,1.029633,1.049394,1.050027,1.046766,1.035199,1.044532,1.034321,1.024452,1.030704,1.031723,1.029350,1.050038,0.989420,1.029436,1.043848,1.034524,1.032766,1.050028,1.050066,1.036058,1.045909,1.044006,1.009632,1.036029,1.022772,1.001596,1.011841,1.050000,1.050000,1.030884,1.012603,1.042249
0.058310,1.046901,1.037720,1.030350,1.026690,1.038947,1.043354,1.033135,1.029633,1.049394,1.050027,1.046766,1.035199,1.044532,1.034321,1.024452,1.030704,1.031723,1.029350,1.050038,0.989420,1.029436,1.043848,1.034524,1.032766,1.050028,1.050066,1.036058,1.045909,1.044006,1.009632,1.036029,1.022772,1.001596,1.011841,1.050000,1.050000,1.030884,1.012603,1.042249
0.066640,1.046901,1.037720,1.030350,1.026690,1.038947,1.043354,1.033135,1.029633,1.049394,1.050027,1.046766,1.035199,1.044532,1.034321,1.024452,1.030704,1.031723,1.029350,1.050038,0.989420,1.029436,1.043848,1.034524,1.032766,1.050028,1.050066,1.036058,1.045909,1.044006,1.009632,1.036029,1.022772,1.001596,1.011841,1.050000,1.050000,1.030884,1.012603,1.042249
0.074970,1.046901,1.037720,1.030350,1.026690,1.038947,1.043354,1.033135,1.029633,1.049394,1.050027,1.046766,1.035199,1.044532,1.034321,1.024452,1.030704,1.031723,1.029350,1.050038,0.989420,1.029436,1.043848,1.034524,1.032766,1.050028,1.050066,1.036058,1.045909,1.044006,1.009632,1.036029,1.022772,1.001596,1.011841,1.050000,1.050000,1.030884,1.012603,1.042249
0.083300,1.046901,1.037720,1.030350,1.026690,1.038947,1.043354,1.033135,1.029633,1.049394,1.050027,1.046766,1.035199,1.044532,1.034321,1.024452,1.030704,1.031723,1.029350,1.050038,0.989420,1.029436,1.043848,1.034524,1.032766,1.050028,1.050066,1.036058,1.045909,1.044006,1.009632,1.036029,1.022772,1.001596,1.011841,1.050000,1.050000,1.030884,1.012603,1.042249
0.091630,1.046901,1.037720,1.030350,1.026690,1.038947,1.043354,1.033135,1.029633,1.049394,1.050027,1.046766,1.035199,1.044532,1.034321,1.024452,1.030704,1.031723,1.029350,1.050038,0.989420,1.029436,1.043848,1.034524,1.032766,1.050028,1.050066,1.036058,1.045909,1.044006,1.009632,1.036029,1.022772,1.001596,1.011841,1.050000,1.050000,1.030884,1.012603,1.042249
0.099960,1.046901,1.037720,1.030350,1.026690,1.038947,1.043354,1.033135,1.029633,1.049394,1.050027,1.046766,1.035199,1.044532,1.034321,1.024452,1.030704,1.031723,1.029350,1.050038,0.989420,1.029436,1.043848,1.034524,1.032766,1.050028,1.050066,1.036058,1.045909,1.044006,1.009632,1.036029,1.022772,1.001596,1.011841,1.050000,1.050000,1.030884,1.012603,1.042249
0.108290,1.046901,1.037720,1.030350,1.026690,1.038947,1.043354,1.033135,1.029633,1.049394,1.050027,1.046766,1.035199,1.044532,1.034321,1.024452,1.030704,1.031723,1.029350,1.050038,0.989420,1.029436,1.043848,1.034524,1.032766,1.050028,1.050066,1.036058,1.045909,1.044006,1.009632,1.036029,1.022772,1.001596,1.011841,1.050000,1.050000,1.030884,1.012603,1.042249
0.116620,1.046901,1.037720,1.030350,1.026690,1.038947,1.043354,1.033135,1.029633,1.049394,1.050027,1.046766,1.035199,1.044532,1.034321,1.024452,1.030704,1.031723,1.029350,1.050038,0.989420,1.029436,1.043848,1.034524,1.032766,1.050028,1.050066,1.036058,1.045909,1.044006,1.009632,1.036029,1.022772,1.001596,1.011841,1.050000,1.050000,1.030884,1.012603,1.042249
0.124950,1.046901,1.037720,1.030350,1.026690,1.038947,1.043354,1.033135,1.029633,1.049394,1.050027,1.046766,1.035199,1.044532,1.034321,1.024452,1.030704,1.031723,1.029350,1.050038,0.989420,1.029436,1.043848,1.034524,1.032766,1.050028,1.050066,1.036058,1.045909,1.044006,1.009632,1.036029,1.022772,1.001596,1.011841,1.050000,1.050000,1.030884,1.012603,1.042249
0.133280,1.046901,1.037720,1.030350,1.026690,1.038947,1.043354,1.033135,1.029633,1.049394,1.050027,1.046766,1.035199,1.044532,1.034321,1.024452,1.030704,1.031723,1.029350,1.050038,0.989420,1.029436,1.043848,1.034524,1.032766,1.050028,1.050066,1.036058,1.045909,1.044006,1.009632,1.036029,1.022772,1.001596,1.011841,1.050000,1.050000,1.030884,1.012603,1.042249
