Results,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39
Time in s,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.
0.000000,1.043427,1.038714,1.039278,1.030559,1.032054,1.032021,1.031628,1.031758,1.042264,1.032355,1.031747,1.025676,1.032619,1.035018,1.040586,1.043325,1.045139,1.043159,1.040345,0.978056,1.038071,1.032363,1.032866,1.045533,1.032599,1.050001,1.047579,1.039144,1.029728,0.997318,0.960430,0.964021,0.971224,0.973699,0.996016,1.034294,0.991110,0.983526,1.028829
0.008330,1.043427,1.038714,1.039278,1.030559,1.032054,1.032021,1.031628,1.031758,1.042264,1.032355,1.031747,1.025676,1.032619,1.035018,1.040586,1.043325,1.045139,1.043159,1.040345,0.978056,1.038071,1.032363,1.032866,1.045533,1.032599,1.050001,1.047579,1.039144,1.029728,0.997318,0.960430,0.964021,0.971224,0.973699,0.996016,1.034294,0.991110,0.983526,1.028829
0.016660,1.043427,1.038714,1.039278,1.030559,1.032054,1.032021,1.031628,1.031758,1.042264,1.032355,1.031747,1.025676,1.032619,1.035018,1.040586,1.043325,1.045139,1.043159,1.040345,0.978056,1.038071,1.032363,1.032866,1.045533,1.032599,1.050001,1.047579,1.039144,1.029728,0.997318,0.960430,0.964021,0.971224,0.973699,0.996016,1.034294,0.991110,0.983526,1.028829
0.024990,1.043427,1.038714,1.039278,1.030559,1.032054,1.032021,1.031628,1.031758,1.042264,1.032355,1.031747,1.025676,1.032619,1.035018,1.040586,1.043325,1.045139,1.043159,1.040345,0.978056,1.038071,1.032363,1.032866,1.045533,1.032599,1.050001,1.047579,1.039144,1.029728,0.997318,0.960430,0.964021,0.971224,0.973699,0.996016,1.034294,0.991110,0.983526,1.028829
0.033320,1.043427,1.038714,1.039278,1.030559,1.032054,1.032021,1.031628,1.031758,1.042264,1.032355,1.031747,1.025676,1.032619,1.035018,1.040586,1.043325,1.045139,1.043159,1.040345,0.978056,1.038071,1.032363,1.032866,1.045533,1.032599,1.050001,1.047579,1.039144,1.029728,0.997318,0.960430,0.964021,0.971224,0.973699,0.996016,1.034294,0.991110,0.983526,1.028829
0.041650,1.043427,1.038714,1.039278,1.030559,1.032054,1.032021,1.031628,1.031758,1.042264,1.032355,1.031747,1.025676,1.032619,1.035018,1.040586,1.043325,1.045139,1.043159,1.040345,0.978056,1.038071,1.032363,1.032866,1.045533,1.032599,1.050001,1.047579,1.039144,1.029728,0.997318,0.960430,0.964021,0.971224,0.973699,0.996016,1.034294,0.991110,0.983526,1.028829
0.049980,1.043427,1.038714,1.039278,1.030559,1.032054,1.032021,1.031628,1.031758,1.042264,1.032355,1.031747,1.025676,1.032619,1.035018,1.040586,1.043325,1.045139,1.043159,1.040345,0.978056,1.038071,1.032363,1.032866,1.045533,1.032599,1.050001,1.047579,1.039144,1.029728,0.997318,0.960430,0.964021,0.971224,0.973699,0.996016,1.034294,0.991110,0.983526,1.028829
0.058310,1.043427,1.038714,1.039278,1.030559,1.032054,1.032021,1.031628,1.031758,1.042264,1.032355,1.031747,1.025676,1.032619,1.035018,1.040586,1.043325,1.045139,1.043159,1.040345,0.978056,1.038071,1.032363,1.032866,1.045533,1.032599,1.050001,1.047579,1.039144,1.029728,0.997318,0.960430,0.964021,0.971224,0.973699,0.996016,1.034294,0.991110,0.983526,1.028829
0.066640,1.043427,1.038714,1.039278,1.030559,1.032054,1.032021,1.031628,1.031758,1.042264,1.032355,1.031747,1.025676,1.032619,1.035018,1.040586,1.043325,1.045139,1.043159,1.040345,0.978056,1.038071,1.032363,1.032866,1.045533,1.032599,1.050001,1.047579,1.039144,1.029728,0.997318,0.960430,0.964021,0.971224,0.973699,0.996016,1.034294,0.991110,0.983526,1.028829
