Results,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39
Time in s,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.
0.000000,1.047548,1.033566,1.023742,1.017483,1.036434,1.041374,1.031855,1.030243,1.048817,1.050029,1.045604,1.025930,1.042278,1.028268,1.013816,1.026021,1.028033,1.025289,1.050038,0.992670,1.024040,1.040852,1.030928,1.029766,1.050030,1.048912,1.033910,1.050043,1.048113,1.007488,1.034188,1.039640,1.003000,1.013615,1.050000,1.050000,1.030476,1.021728,1.041989
0.008330,1.047548,1.033566,1.023742,1.017483,1.036434,1.041374,1.031855,1.030243,1.048817,1.050029,1.045604,1.025930,1.042278,1.028268,1.013816,1.026021,1.028033,1.025289,1.050038,0.992670,1.024040,1.040852,1.030928,1.029766,1.050030,1.048912,1.033910,1.050043,1.048113,1.007488,1.034188,1.039640,1.003000,1.013615,1.050000,1.050000,1.030476,1.021728,1.041989
0.016660,1.047548,1.033566,1.023742,1.017483,1.036434,1.041374,1.031855,1.030243,1.048817,1.050029,1.045604,1.025930,1.042278,1.028268,1.013816,1.026021,1.028033,1.025289,1.050038,0.992670,1.024040,1.040852,1.030928,1.029766,1.050030,1.048912,1.033910,1.050043,1.048113,1.007488,1.034188,1.039640,1.003000,1.013615,1.050000,1.050000,1.030476,1.021728,1.041989
0.024990,1.047548,1.033566,1.023742,1.017483,1.036434,1.041374,1.031855,1.030243,1.048817,1.050029,1.045604,1.025930,1.042278,1.028268,1.013816,1.026021,1.028033,1.025289,1.050038,0.992670,1.024040,1.040852,1.030928,1.029766,1.050030,1.048912,1.033910,1.050043,1.048113,1.007488,1.034188,1.039640,1.003000,1.013615,1.050000,1.050000,1.030476,1.021728,1.041989
0.033320,1.047548,1.033566,1.023742,1.017483,1.036434,1.041374,1.031855,1.030243,1.048817,1.050029,1.045604,1.025930,1.042278,1.028268,1.013816,1.026021,1.028033,1.025289,1.050038,0.992670,1.024040,1.040852,1.030928,1.029766,1.050030,1.048912,1.033910,1.050043,1.048113,1.007488,1.034188,1.039640,1.003000,1.013615,1.050000,1.050000,1.030476,1.021728,1.041989
0.041650,1.047548,1.033566,1.023742,1.017483,1.036434,1.041374,1.031855,1.030243,1.048817,1.050029,1.045604,1.025930,1.042278,1.028268,1.013816,1.026021,1.028033,1.025289,1.050038,0.992670,1.024040,1.040852,1.030928,1.029766,1.050030,1.048912,1.033910,1.050043,1.048113,1.007488,1.034188,1.039640,1.003000,1.013615,1.050000,1.050000,1.030476,1.021728,1.041989
0.049980,1.047548,1.033566,1.023742,1.017483,1.036434,1.041374,1.031855,1.030243,1.048817,1.050029,1.045604,1.025930,1.042278,1.028268,1.013816,1.026021,1.028033,1.025289,1.050038,0.992670,1.024040,1.040852,1.030928,1.029766,1.050030,1.048912,1.033910,1.050043,1.048113,1.007488,1.034188,1.039640,1.003000,1.013615,1.050000,1.050000,1.030476,1.021728,1.041989
0.058310,1.047548,1.033566,1.023742,1.017483,1.036434,1.041374,1.031855,1.030243,1.048817,1.050029,1.045604,1.025930,1.042278,1.028268,1.013816,1.026021,1.028033,1.025289,1.050038,0.992670,1.024040,1.040852,1.030928,1.029766,1.050030,1.048912,1.033910,1.050043,1.048113,1.007488,1.034188,1.039640,1.003000,1.013615,1.050000,1.050000,1.030476,1.021728,1.041989
0.066640,1.047548,1.033566,1.023742,1.017483,1.036434,1.041374,1.031855,1.030243,1.048817,1.050029,1.045604,1.025930,1.042278,1.028268,1.013816,1.026021,1.028033,1.025289,1.050038,0.992670,1.024040,1.040852,1.030928,1.029766,1.050030,1.048912,1.033910,1.050043,1.048113,1.007488,1.034188,1.039640,1.003000,1.013615,1.050000,1.050000,1.030476,1.021728,1.041989
