Results,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39
Time in s,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.
0.000000,1.047461,1.034947,1.024180,1.014818,1.035167,1.040353,1.030486,1.029067,1.048507,1.050024,1.045598,1.031286,1.042380,1.027400,1.014572,1.026727,1.029369,1.026357,1.050036,0.994031,1.023771,1.041416,1.032169,1.031200,1.050029,1.050069,1.037404,1.046458,1.043039,1.009808,1.033293,1.039099,1.003205,1.014870,1.050000,1.050000,1.028101,1.013068,1.041728
0.008330,1.047461,1.034947,1.024180,1.014818,1.035167,1.040353,1.030486,1.029067,1.048507,1.050024,1.045598,1.031286,1.042380,1.027400,1.014572,1.026727,1.029369,1.026357,1.050036,0.994031,1.023771,1.041416,1.032169,1.031200,1.050029,1.050069,1.037404,1.046458,1.043039,1.009808,1.033293,1.039099,1.003205,1.014870,1.050000,1.050000,1.028101,1.013068,1.041728
0.016660,1.047461,1.034947,1.024180,1.014818,1.035167,1.040353,1.030486,1.029067,1.048507,1.050024,1.045598,1.031286,1.042380,1.027400,1.014572,1.026727,1.029369,1.026357,1.050036,0.994031,1.023771,1.041416,1.032169,1.031200,1.050029,1.050069,1.037404,1.046458,1.043039,1.009808,1.033293,1.039099,1.003205,1.014870,1.050000,1.050000,1.028101,1.013068,1.041728
0.024990,1.047461,1.034947,1.024180,1.014818,1.035167,1.040353,1.030486,1.029067,1.048507,1.050024,1.045598,1.031286,1.042380,1.027400,1.014572,1.026727,1.029369,1.026357,1.050036,0.994031,1.023771,1.041416,1.032169,1.031200,1.050029,1.050069,1.037404,1.046458,1.043039,1.009808,1.033293,1.039099,1.003205,1.014870,1.050000,1.050000,1.028101,1.013068,1.041728
0.033320,1.047461,1.034947,1.024180,1.014818,1.035167,1.040353,1.030486,1.029067,1.048507,1.050024,1.045598,1.031286,1.042380,1.027400,1.014572,1.026727,1.029369,1.026357,1.050036,0.994031,1.023771,1.041416,1.032169,1.031200,1.050029,1.050069,1.037404,1.046458,1.043039,1.009808,1.033293,1.039099,1.003205,1.014870,1.050000,1.050000,1.028101,1.013068,1.041728
0.041650,1.047461,1.034947,1.024180,1.014818,1.035167,1.040353,1.030486,1.029067,1.048507,1.050024,1.045598,1.031286,1.042380,1.027400,1.014572,1.026727,1.029369,1.026357,1.050036,0.994031,1.023771,1.041416,1.032169,1.031200,1.050029,1.050069,1.037404,1.046458,1.043039,1.009808,1.033293,1.039099,1.003205,1.014870,1.050000,1.050000,1.028101,1.013068,1.041728
0.049980,1.047461,1.034947,1.024180,1.014818,1.035167,1.040353,1.030486,1.029067,1.048507,1.050024,1.045598,1.031286,1.042380,1.027400,1.014572,1.026727,1.029369,1.026357,1.050036,0.994031,1.023771,1.041416,1.032169,1.031200,1.050029,1.050069,1.037404,1.046458,1.043039,1.009808,1.033293,1.039099,1.003205,1.014870,1.050000,1.050000,1.028101,1.013068,1.041728
0.058310,1.047461,1.034947,1.024180,1.014818,1.035167,1.040353,1.030486,1.029067,1.048507,1.050024,1.045598,1.031286,1.042380,1.027400,1.014572,1.026727,1.029369,1.026357,1.050036,0.994031,1.023771,1.041416,1.032169,1.031200,1.050029,1.050069,1.037404,1.046458,1.043039,1.009808,1.033293,1.039099,1.003205,1.014870,1.050000,1.050000,1.028101,1.013068,1.041728
0.066640,1.047461,1.034947,1.024180,1.014818,1.035167,1.040353,1.030486,1.029067,1.048507,1.050024,1.045598,1.031286,1.042380,1.027400,1.014572,1.026727,1.029369,1.026357,1.050036,0.994031,1.023771,1.041416,1.032169,1.031200,1.050029,1.050069,1.037404,1.046458,1.043039,1.009808,1.033293,1.039099,1.003205,1.014870,1.050000,1.050000,1.028101,1.013068,1.041728
