Results,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39
Time in s,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.
0.000000,1.043673,1.038548,1.036905,1.025325,1.030917,1.031590,1.031042,1.031178,1.042165,1.031599,1.030977,1.022945,1.031044,1.031788,1.037087,1.040278,1.042858,1.040882,1.037481,0.975964,1.035060,1.029865,1.030130,1.042029,1.033217,1.050027,1.046768,1.040434,1.031035,0.999650,0.968743,0.967458,0.967890,0.969901,0.994545,1.031585,0.991151,0.985154,1.029091
0.008330,1.043673,1.038548,1.036905,1.025325,1.030917,1.031590,1.031042,1.031178,1.042165,1.031599,1.030977,1.022945,1.031044,1.031788,1.037087,1.040278,1.042858,1.040882,1.037481,0.975964,1.035060,1.029865,1.030130,1.042029,1.033217,1.050027,1.046768,1.040434,1.031035,0.999650,0.968743,0.967458,0.967890,0.969901,0.994545,1.031585,0.991151,0.985154,1.029091
0.016660,1.043673,1.038548,1.036905,1.025325,1.030917,1.031590,1.031042,1.031178,1.042165,1.031599,1.030977,1.022945,1.031044,1.031788,1.037087,1.040278,1.042858,1.040882,1.037481,0.975964,1.035060,1.029865,1.030130,1.042029,1.033217,1.050027,1.046768,1.040434,1.031035,0.999650,0.968743,0.967458,0.967890,0.969901,0.994545,1.031585,0.991151,0.985154,1.029091
0.024990,1.043673,1.038548,1.036905,1.025325,1.030917,1.031590,1.031042,1.031178,1.042165,1.031599,1.030977,1.022945,1.031044,1.031788,1.037087,1.040278,1.042858,1.040882,1.037481,0.975964,1.035060,1.029865,1.030130,1.042029,1.033217,1.050027,1.046768,1.040434,1.031035,0.999650,0.968743,0.967458,0.967890,0.969901,0.994545,1.031585,0.991151,0.985154,1.029091
0.033320,1.043673,1.038548,1.036905,1.025325,1.030917,1.031590,1.031042,1.031178,1.042165,1.031599,1.030977,1.022945,1.031044,1.031788,1.037087,1.040278,1.042858,1.040882,1.037481,0.975964,1.035060,1.029865,1.030130,1.042029,1.033217,1.050027,1.046768,1.040434,1.031035,0.999650,0.968743,0.967458,0.967890,0.969901,0.994545,1.031585,0.991151,0.985154,1.029091
0.041650,1.043673,1.038548,1.036905,1.025325,1.030917,1.031590,1.031042,1.031178,1.042165,1.031599,1.030977,1.022945,1.031044,1.031788,1.037087,1.040278,1.042858,1.040882,1.037481,0.975964,1.035060,1.029865,1.030130,1.042029,1.033217,1.050027,1.046768,1.040434,1.031035,0.999650,0.968743,0.967458,0.967890,0.969901,0.994545,1.031585,0.991151,0.985154,1.029091
0.049980,1.043673,1.038548,1.036905,1.025325,1.030917,1.031590,1.031042,1.031178,1.042165,1.031599,1.030977,1.022945,1.031044,1.031788,1.037087,1.040278,1.042858,1.040882,1.037481,0.975964,1.035060,1.029865,1.030130,1.042029,1.033217,1.050027,1.046768,1.040434,1.031035,0.999650,0.968743,0.967458,0.967890,0.969901,0.994545,1.031585,0.991151,0.985154,1.029091
0.058310,1.043673,1.038548,1.036905,1.025325,1.030917,1.031590,1.031042,1.031178,1.042165,1.031599,1.030977,1.022945,1.031044,1.031788,1.037087,1.040278,1.042858,1.040882,1.037481,0.975964,1.035060,1.029865,1.030130,1.042029,1.033217,1.050027,1.046768,1.040434,1.031035,0.999650,0.968743,0.967458,0.967890,0.969901,0.994545,1.031585,0.991151,0.985154,1.029091
0.066640,1.043673,1.038548,1.036905,1.025325,1.030917,1.031590,1.031042,1.031178,1.042165,1.031599,1.030977,1.022945,1.031044,1.031788,1.037087,1.040278,1.042858,1.040882,1.037481,0.975964,1.035060,1.029865,1.030130,1.042029,1.033217,1.050027,1.046768,1.040434,1.031035,0.999650,0.968743,0.967458,0.967890,0.969901,0.994545,1.031585,0.991151,0.985154,1.029091
