Results,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39
Time in s,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.
0.000000,1.049027,1.039940,1.027925,1.021343,1.040142,1.044686,1.035958,1.035339,1.049992,1.050017,1.046845,1.028745,1.042674,1.029021,1.011946,1.024593,1.028557,1.027274,1.050035,0.994227,1.021537,1.039565,1.029988,1.027841,1.050018,1.050040,1.036742,1.049016,1.045525,1.015962,1.037219,1.031337,1.003788,1.014979,1.050000,1.050000,1.024136,1.012586,1.039798
0.008330,1.049027,1.039940,1.027925,1.021343,1.040142,1.044686,1.035958,1.035339,1.049992,1.050017,1.046845,1.028745,1.042674,1.029021,1.011946,1.024593,1.028557,1.027274,1.050035,0.994227,1.021537,1.039565,1.029988,1.027841,1.050018,1.050040,1.036742,1.049016,1.045525,1.015962,1.037219,1.031337,1.003788,1.014979,1.050000,1.050000,1.024136,1.012586,1.039798
0.016660,1.049027,1.039940,1.027925,1.021343,1.040142,1.044686,1.035958,1.035339,1.049992,1.050017,1.046845,1.028745,1.042674,1.029021,1.011946,1.024593,1.028557,1.027274,1.050035,0.994227,1.021537,1.039565,1.029988,1.027841,1.050018,1.050040,1.036742,1.049016,1.045525,1.015962,1.037219,1.031337,1.003788,1.014979,1.050000,1.050000,1.024136,1.012586,1.039798
0.024990,1.049027,1.039940,1.027925,1.021343,1.040142,1.044686,1.035958,1.035339,1.049992,1.050017,1.046845,1.028745,1.042674,1.029021,1.011946,1.024593,1.028557,1.027274,1.050035,0.994227,1.021537,1.039565,1.029988,1.027841,1.050018,1.050040,1.036742,1.049016,1.045525,1.015962,1.037219,1.031337,1.003788,1.014979,1.050000,1.050000,1.024136,1.012586,1.039798
0.033320,1.049027,1.039940,1.027925,1.021343,1.040142,1.044686,1.035958,1.035339,1.049992,1.050017,1.046845,1.028745,1.042674,1.029021,1.011946,1.024593,1.028557,1.027274,1.050035,0.994227,1.021537,1.039565,1.029988,1.027841,1.050018,1.050040,1.036742,1.049016,1.045525,1.015962,1.037219,1.031337,1.003788,1.014979,1.050000,1.050000,1.024136,1.012586,1.039798
0.041650,1.049027,1.039940,1.027925,1.021343,1.040142,1.044686,1.035958,1.035339,1.049992,1.050017,1.046845,1.028745,1.042674,1.029021,1.011946,1.024593,1.028557,1.027274,1.050035,0.994227,1.021537,1.039565,1.029988,1.027841,1.050018,1.050040,1.036742,1.049016,1.045525,1.015962,1.037219,1.031337,1.003788,1.014979,1.050000,1.050000,1.024136,1.012586,1.039798
0.049980,1.049027,1.039940,1.027925,1.021343,1.040142,1.044686,1.035958,1.035339,1.049992,1.050017,1.046845,1.028745,1.042674,1.029021,1.011946,1.024593,1.028557,1.027274,1.050035,0.994227,1.021537,1.039565,1.029988,1.027841,1.050018,1.050040,1.036742,1.049016,1.045525,1.015962,1.037219,1.031337,1.003788,1.014979,1.050000,1.050000,1.024136,1.012586,1.039798
0.058310,1.049027,1.039940,1.027925,1.021343,1.040142,1.044686,1.035958,1.035339,1.049992,1.050017,1.046845,1.028745,1.042674,1.029021,1.011946,1.024593,1.028557,1.027274,1.050035,0.994227,1.021537,1.039565,1.029988,1.027841,1.050018,1.050040,1.036742,1.049016,1.045525,1.015962,1.037219,1.031337,1.003788,1.014979,1.050000,1.050000,1.024136,1.012586,1.039798
0.066640,1.049027,1.039940,1.027925,1.021343,1.040142,1.044686,1.035958,1.035339,1.049992,1.050017,1.046845,1.028745,1.042674,1.029021,1.011946,1.024593,1.028557,1.027274,1.050035,0.994227,1.021537,1.039565,1.029988,1.027841,1.050018,1.050040,1.036742,1.049016,1.045525,1.015962,1.037219,1.031337,1.003788,1.014979,1.050000,1.050000,1.024136,1.012586,1.039798
