Results,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39
Time in s,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.,u. Magnitude in p.u.
0.000000,1.042850,1.039196,1.039495,1.029184,1.034398,1.035319,1.033712,1.033263,1.043310,1.036015,1.035231,1.028636,1.035454,1.035913,1.042572,1.047368,1.047181,1.044327,1.050005,0.988828,1.045200,1.044838,1.044044,1.050011,1.033629,1.050019,1.048287,1.037675,1.027990,0.998971,0.976647,0.972450,0.984296,0.989325,1.016162,1.049855,0.993048,0.981458,1.029652
0.008330,1.042850,1.039196,1.039495,1.029184,1.034398,1.035319,1.033712,1.033263,1.043310,1.036015,1.035231,1.028636,1.035454,1.035913,1.042572,1.047368,1.047181,1.044327,1.050005,0.988828,1.045200,1.044838,1.044044,1.050011,1.033629,1.050019,1.048287,1.037675,1.027990,0.998971,0.976647,0.972450,0.984296,0.989325,1.016162,1.049855,0.993048,0.981458,1.029652
0.016660,1.042850,1.039196,1.039495,1.029184,1.034398,1.035319,1.033712,1.033263,1.043310,1.036015,1.035231,1.028636,1.035454,1.035913,1.042572,1.047368,1.047181,1.044327,1.050005,0.988828,1.045200,1.044838,1.044044,1.050011,1.033629,1.050019,1.048287,1.037675,1.027990,0.998971,0.976647,0.972450,0.984296,0.989325,1.016162,1.049855,0.993048,0.981458,1.029652
0.024990,1.042850,1.039196,1.039495,1.029184,1.034398,1.035319,1.033712,1.033263,1.043310,1.036015,1.035231,1.028636,1.035454,1.035913,1.042572,1.047368,1.047181,1.044327,1.050005,0.988828,1.045200,1.044838,1.044044,1.050011,1.033629,1.050019,1.048287,1.037675,1.027990,0.998971,0.976647,0.972450,0.984296,0.989325,1.016162,1.049855,0.993048,0.981458,1.029652
0.033320,1.042850,1.039196,1.039495,1.029184,1.034398,1.035319,1.033712,1.033263,1.043310,1.036015,1.035231,1.028636,1.035454,1.035913,1.042572,1.047368,1.047181,1.044327,1.050005,0.988828,1.045200,1.044838,1.044044,1.050011,1.033629,1.050019,1.048287,1.037675,1.027990,0.998971,0.976647,0.972450,0.984296,0.989325,1.016162,1.049855,0.993048,0.981458,1.029652
0.041650,1.042850,1.039196,1.039495,1.029184,1.034398,1.035319,1.033712,1.033263,1.043310,1.036015,1.035231,1.028636,1.035454,1.035913,1.042572,1.047368,1.047181,1.044327,1.050005,0.988828,1.045200,1.044838,1.044044,1.050011,1.033629,1.050019,1.048287,1.037675,1.027990,0.998971,0.976647,0.972450,0.984296,0.989325,1.016162,1.049855,0.993048,0.981458,1.029652
0.049980,1.042850,1.039196,1.039495,1.029184,1.034398,1.035319,1.033712,1.033263,1.043310,1.036015,1.035231,1.028636,1.035454,1.035913,1.042572,1.047368,1.047181,1.044327,1.050005,0.988828,1.045200,1.044838,1.044044,1.050011,1.033629,1.050019,1.048287,1.037675,1.027990,0.998971,0.976647,0.972450,0.984296,0.989325,1.016162,1.049855,0.993048,0.981458,1.029652
0.058310,1.042850,1.039196,1.039495,1.029184,1.034398,1.035319,1.033712,1.033263,1.043310,1.036015,1.035231,1.028636,1.035454,1.035913,1.042572,1.047368,1.047181,1.044327,1.050005,0.988828,1.045200,1.044838,1.044044,1.050011,1.033629,1.050019,1.048287,1.037675,1.027990,0.998971,0.976647,0.972450,0.984296,0.989325,1.016162,1.049855,0.993048,0.981458,1.029652
0.066640,1.042850,1.039196,1.039495,1.029184,1.034398,1.035319,1.033712,1.033263,1.043310,1.036015,1.035231,1.028636,1.035454,1.035913,1.042572,1.047368,1.047181,1.044327,1.050005,0.988828,1.045200,1.044838,1.044044,1.050011,1.033629,1.050019,1.048287,1.037675,1.027990,0.998971,0.976647,0.972450,0.984296,0.989325,1.016162,1.049855,0.993048,0.981458,1.029652
